hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
cd9x_RsS,The Reincarnated Assassin Is a Swordmaster,Reading,,43,2025-31-03,"환생한 암살자는 검술 천재,The Reincarnated Assassin is a Genius Swordsman,重生刺客是天才剑士,El asesino reencarnado es un genio de la espada,Hwansaenghan Amsaljaneun Geomsul Cheonjae,ชีวิตใหม่ของนักฆ่าคือจอมดาบอัจฉริยะ,El asesino que reencarnó como un genio espadachín,L'Assassin et le Maître épéiste,刺客的劍術天才轉生錄,転生した暗殺者は剣術の天才",https://myanimelist.net/manga/162380,https://anilist.co/manga/168823,https://www.mangaupdates.com/series/ro0x0up
p2JNAEhS,Reality Quest,Reading,,100,2025-29-03,"IRL Quest,Real Life Quest,현실퀘스트,Hyeonsil Quest,Реалити Квест,IRL Quest,現実クエスト,现实闯关,現實 Quest,현실 퀘스트",https://myanimelist.net/manga/151157,https://anilist.co/manga/141705,https://www.mangaupdates.com/series/190934
L1N0uAZy,The Top Dungeon Farmer,Reading,,87,2025-29-03,"Solo Farming in the Tower,Coltivo nella Torre,Only I Farm in the Dungeon,Dungeon Farming on My Own,Farming in the Tower Alone,I'm the Only One Farming in the Dungeon,나혼자 탑에서 농사,Cultivando en la torre en solitario,ปลูกผักพิชิตหอคอย,Nahonja Tabeseo Nongsa,Cultivando a solas en la torre,O Único Fazendeiro da Torre,Sole Dungeon Farming,我独自在高塔种田,我獨自在高塔種田,俺だけ塔で農家はじめました",https://myanimelist.net/manga/158560,https://anilist.co/manga/166658,https://www.mangaupdates.com/series/fdbhhx7
LHup5qVT,The Greatest Estate Developer,Reading,,172,2025-30-03,"역대급 영지 설계사,The Greatest Estate Designer,史上最高の領地設計士,The World's Best Engineer,史诗级领地设计师,Система всемогущего дизайнера,MŚCICHUJ,史詩級領地設計師,Yeokdaegeum Yeongji Seolgyesa,দ্য গ্রেটেস্ট এস্টেট ডেভেলপার,desarrollador inmobiliario,El mejor,El mejor desarrollador inmobiliario,Loco chiflado,Loco Frontera,O Melhor Engenheiro Do Mundo,ยอดสถาปนิกผู้พิทักษ์อาณาจักร,El Mejor Ingeniero del Mundo,El Mejor Diseñador Inmobiliario,Loco chiflado,Loco Frontera,O Melhor Engenheiro Do Mundo,ยอดสถาปนิกผู้พิทักษ์อาณาจักร,Bậc Thầy Thiết Kế Điền Trang",https://myanimelist.net/manga/147272,https://anilist.co/manga/140407,https://www.mangaupdates.com/series/186405
GpIzxNnb,I'm the Max-Level Newbie,Reading,,139,2025-28-03,"ผู้เล่นหน้าใหม่เลเวลแมกซ์,Na Honja Mallep Newbie,나 혼자 만렙 뉴비,我独自满级新手,滿級新手,俺だけレベルMAXなビギナー,Нуб максимального уровня,Solo Max-Level Newbie,Người Chơi Mới Cấp Tối Đa,I Am the Top Ranker Newbie,I'm the Max-Level Newbie,Novato solo a nivel máximo,O novato de nível máximo,I'm the Only Max-Leveled Newbie,满级新手,나혼자만렙뉴비",https://myanimelist.net/manga/147392,https://anilist.co/manga/137280,https://www.mangaupdates.com/series/186008
jB2ZV42H,The Nine Heavens Swordmaster,Reading,,80,2025-31-03,"Heavenly Inquisition Sword,구천구검,Gucheongugeom,Espada de la inquisición celestial,L'Épée des neuf cieux,Nine Heavens Swordmaster,Semaların Kılıcı,กระบี่พิพากษ์เก้าสวรรค์,九天究剑,九天究剣,九天究劍,乱世孤锋,La Espada de la Inquisición Celestial,乱世孤锋,L'Épée des neuf cieux,九天究剑,九天究剣,九天究劍,Nine Heavens Swordmaster,กระบี่พิพากษ์เก้าสวรรค์,Espada de la inquisición celestial",https://myanimelist.net/manga/153509,https://anilist.co/manga/156193,https://www.mangaupdates.com/series/oqvzgof
_x731rN2,Lord Hero of House Remes,Reading,,46,2025-26-03,"Duke's Eldest Son Is a Regressed Hero,El hijo mayor del duque es un héroe regresor,Hero Becomes Duke's Eldest Son,Hero Becomes the Eldest Son of a Duke,Um Herói no Ducado,屠龙王的重启人生,英雄、公爵家の長男になる,The Hero Becomes Duke's Eldest Son,The Hero Became the Duke's Eldest Son,Duke's Eldest Son is a Regressed Hero,영웅, 공작가 장남 되다,El hijo mayor del duque es un héroe regresor,屠龙王的重启人生,Duke's Eldest Son Is a Regressed Hero,Hero Becomes Duke's Eldest Son,Hero Becomes the Eldest Son of a Duke,The Hero Becomes Duke's Eldest Son,英雄、公爵家の長男になる",https://myanimelist.net/manga/173472,https://anilist.co/manga/179431,https://www.mangaupdates.com/series/66518zu
TP22ip7S,The Genius Spirited Streamer,Reading,,38,2025-26-03,"The Possessed Genius’ Gaming Stream,천재의 신들린 게임방송,A Genius Game Broadcast,A Genius Game Streamer,The Possessed Genius' Gaming Stream,神力直播主",,https://anilist.co/manga/178296,https://www.mangaupdates.com/series/i7mpc1w
lwcjk9lu,The Holy Power of Modern Medicine,Reading,,107,2025-29-03,"성자는 개뿔, 현대의학의 힘이다,Святые – сила современной медицины,The Holy Power of Modern Medicine,To Hell With Being a Saint, I'm a Doctor,Docteur Alléluia,圣子是什么狗屁，这是现代医学的力量,現代神醫變聖子,転生したら医者から聖者になりました,The Saint Is The Power Of Modern Medicine,Saint Is Bullshit Comparing to the Power of Modern Medicine",https://myanimelist.net/manga/153083,https://anilist.co/manga/151212,https://www.mangaupdates.com/series/5pzwznz
Uazjhor2,Nimotsu Mochi no Noukin Musou,Reading,,15.2,2025-27-03,"A Brainless Person Who Carries Luggage,Nimotsu Mochi no Nousuji Musou,荷物持ちの脳筋無双,A Brainless Person Who Carries Luggage",https://myanimelist.net/manga/167769,https://anilist.co/manga/168526,https://www.mangaupdates.com/series/5l4iye9
P0KLcoYs,S-geup Hunter-neun Agyeong Gongnyeoga Doegi Silseumnida,Reading,,18,2025-28-03,"Class S Hunter Doesn't Want to Be a Villain Princess,Ni chasseuse, ni princesse !,S-Class Hunter Doesn't Want to Be a Villainous Princess,The S-Class Hunter Detests Being a Villainous Princess,S級ハンターは悪役公女になんてなりたくない,Ni chasseuse, ni princesse!,Łowczyni Klasy S, nie chce być nikczemną księżniczką,ฮันเตอร์ระดับ S ไม่อยากเป็นเลดี้ตัวร้าย,S级猎人不想成为反派公女,S級反派千金不想談戀愛,S급 헌터는 악역 공녀가 되기 싫습니다,Class S Hunter Doesn't Want to Be a Villain Princess,S-Class Hunter Doesn't Want to Be a Villainous Princess,The S-Class Lady,The S-Class Hunter Doesn’t Want to Be a Villainous Princess",https://myanimelist.net/manga/167521,https://anilist.co/manga/175776,https://www.mangaupdates.com/series/7pvgyx3
tlLYDepL,The Player Hides His Past,Reading,,50,2025-02-13,"The Player Hiding His Past,플레이어가 과거를 숨김,El jugador oculta su pasado,El pasado oculto del jugador,Le Player cache son passé,Player-ga Gwageoreul Sumgim,ตัวตนสุดเบียวของเพลเยอร์ผู้กู้โลก,俺の黒歴史、世界を救う,隐瞒黑历史的玩家,隱藏過去的玩家,Le Player cache son passé,El Pasado Oculto del Jugador,ตัวตนสุดเบียวของเพลเยอร์ผู้กู้โลก,隐瞒黑历史的玩家,隱藏過去的玩家,俺の黒歴史、世界を救う",https://myanimelist.net/manga/159734,https://anilist.co/manga/166154,https://www.mangaupdates.com/series/97bthtl
oeY2OSRH,Regression of the Yong Clan Heir,Reading,,12,2025-31-03,"天中龍門,천중용문",,,https://www.mangaupdates.com/series/v12gkni
to1fIcBI,Global Martial Artist,Reading,,175,2025-33-03,"World's Best Martial Artist,全球高武,Global Gao Wu,Quan Qiu Gao Wu,흙수저에서 최강 투신으로,Global Martial Arts,覚醒したら最強闘拳師になった件,Toàn Cầu Cao Võ,World's Greatest Martial Artist,Global High Martial Artist,Artes marciais globais,Global Master Martial,Quán Qiú Gāo Wǔ",,https://anilist.co/manga/119486,https://www.mangaupdates.com/series/164717
G1Ip81IG,The Druid of Seoul Station,Reading,,151,2025-29-03,"서울역 드루이드,归来的异世界王者,ดรูอิดแห่งสถานีโซล,Друид с Сеульского вокзала,ドルイド侵略,Seoul Station Druid,Друїд з Сеульського вокзалу,Druida de la Estación de Seúl,Друїд зі станції Сеул,सियोल स्टेशन ड्रुइडो,異世界王者德魯伊德",https://myanimelist.net/manga/147489,https://anilist.co/manga/135369,https://www.mangaupdates.com/series/183386
BGFHlkI8,The Great Wizard Transcendent,Reading,,78,2025-33-03,"Archmage Transcending Through Regression,회귀로 초월하는 대마도사,Arquimago Transcendido Pela Regressão,Hoegwiro Chowolhaneun Daemadosa,L'archimage transcende par revenir en le temps,El archimago que trascendiendo a través de la regresión,Архимаг, преодолевающий регрессию,Sil baştan büyücü,回帰して世界を変える大魔法使い,超越时间的大魔导士,Ma pháp sư vĩ đại hồi quy,Archmage Who Transcends by Returning,逆轉時光的大魔導士,La Transcendance du grand mage",https://myanimelist.net/manga/153859,https://anilist.co/manga/155618,https://www.mangaupdates.com/series/m8lw9la
dPERCBl7,Shenwu Tianzun,Reading,,356,2025-30-03,"Rebirth of Immortal Emperor,Shénwǔ Tiānzūn,神武天尊,Heaven Esteeming Martial God,Rebirth of Immortal Emperor,Shen Wu Tian zun,Shen Wu Tianzun,神武天尊,신무천존,El Renacimiento del Dios Supremo del Físico,신무천존,Heaven Esteeming Martial God",,https://anilist.co/manga/119172,https://www.mangaupdates.com/series/167108
cSesC_2W,The Unparalleled Hidden Rank Equipment,Reading,,26,2025-41-03,"???ランクの裏装備無双,???랭크 히든 장비 무쌍,โคตรอาวุธลับระดับ ???,？？？階的隱藏裝備無雙,？？？ランクの裏装備無双,Unparalleled ??? Rank Hidden Equipment,??? Rank no Ura Soubi Musou,？？？階的隱藏裝備無雙,???ランクの裏装備無双,???랭크 히든 장비 무쌍",,https://anilist.co/manga/185383,https://www.mangaupdates.com/series/dfbo9xy
jGKyV0vU,Return of the Sword God-Rank Civil Servant,Reading,,22,2025-33-03,"Return of the High-Ranking Civil Servant,La regresión del funcionario de gobierno más fuerte,Regression of the Prosecutorial Official,검신급 공무원의 회귀",,https://anilist.co/manga/189667,https://www.mangaupdates.com/series/oe5hufg
R0fKHCb1,The SSS-Ranker Returns,Reading,,90,2025-34-03,"SSS급 랭커 회귀하다,Return of the SSS-Class Ranker,Regreso del ranker de clase SSS,Back to SSS Rank,SSS-geup Ranker Hoegwihada,SSS級ランカー回帰する,SSS級王者歸來,SSS级狂战士回归,Возвращение ранкера SSS-ранга,Возвращение ранкера SSS-уровня",https://myanimelist.net/manga/151483,https://anilist.co/manga/153883,https://www.mangaupdates.com/series/a6rbwba
PW_QH4Do,The Grand Mudang Saga,Reading,,98,2025-36-03,"Path of the Shaman,Mudanggihyeop,武当奇侠,Шаман великого духа,무당기협,Wudang's Cheater Martial,La Saga du clan Mudang,Wandering Warrior of Wudang,เส้นทางนักพรต,Mudang Gihyeob,Mugang: The Path of Shaman,Shamanism,Võ Đang Kỳ Hiệp,武當奇俠",https://myanimelist.net/manga/148454,https://anilist.co/manga/127783,https://www.mangaupdates.com/series/175327
BbPQzIJ7,The Masters Have Subscribed,Reading,,51,2025-01-27,"師父們訂閱中,The Masters Are Subscribing,The Masters Are Subscribing to Me,The Masters Are Watching Over Me,天界育成～伝説の師匠たちに弟子入りします～,師父們訂閱中,사부님들이 구독 중,The Masters Are Watching Over Me,The Masters Are Subscribing to Me,Para Master Mengawasiku,사부님들이 구독 중,The Masters Are Subscribing",,https://anilist.co/manga/189627,https://www.mangaupdates.com/series/cnrwyrn
onXWLHOq,Best Teacher Baek,Reading,,84,2025-36-03,"一star講師百師傅,頂尖名師百師傅,Instructor estelar, Maestro Baek,Maestro Baek, el instructor estrella,武功教官ペク師匠,Oficial de una aldea rural,일타강사 백사부,Number One Star Instructor Master Baek,One Hit Teacher, Master Baek,Master Baek, the One Hit Teacher,Лучший наставник,绝世名师百师父,Best Teacher Baek (Webtoon),Maître Baek, le meilleur instructeur,Star Instructor, Master Baek",https://myanimelist.net/manga/147662,https://anilist.co/manga/142352,https://www.mangaupdates.com/series/190784
BQK0GXZ1,Mythic Item Obtained,Reading,,90,2025-36-03,"신화급 귀속 아이템을 손에 넣었다,Я получил предмет мифического класса,من یک قطعه درجه اسطوره ای بدست آوردم,Sinhwageub Gwisog Aitem-eul son-e Neoh-eossda,I Obtained a Mythic Item,Eu Obtive um Item Mítico,À moi, l'item légendaire,Я Здобув Міфичний Предмет,พลิกชะตาคว้าไอเทมระดับเทพ,入手神话级专属装备,我获得了神级装备,神話級の帰属アイテムを手に入れた,神話級道具入手了！,Sinhwageup Gwisok Item-eul Sone Neoeotda",https://myanimelist.net/manga/150561,https://anilist.co/manga/151025,https://www.mangaupdates.com/series/itm1ceu
zdsbT3M6,Wǒ Jiā Lǎopo Láizì Yīqiān Nián Qián,Reading,,370,2025-38-09,"Vợ Tôi Từ Một Ngàn Năm Trước,我家老婆来自一千年前,Bà Xã Nhà Tôi Đến Từ Ngàn Năm Trước,Ma femme vient d'il y a 1000 ans,雨の日に拾ったのは野良猫系女剣士！？,Mi Mujer Es De Hace Mil Años,My Wife Is From a Thousand Years Ago",,https://anilist.co/manga/146267,https://www.mangaupdates.com/series/iyywcvi
Obe3d6p7,Cleric of Decay,Reading,,61,2025-33-03,"Bupaeui Saje,El Hijo de la Corrupción,悪神に仕える司祭になった,腐敗司祭,腐朽的祭司,O Sacerdote da Corrupção,Priest of Corruption,Priest of Decay,부패의 사제,腐敗司祭,El Sacerdote de la Corrupción,The Priest of Corruption,腐朽的祭司,悪神に仕える司祭になった,El Hijo de la Corrupción,KSIĄDZ KORUPCJI",https://myanimelist.net/manga/159904,https://anilist.co/manga/167165,https://www.mangaupdates.com/series/a9ye3t1
BiVhGXUG,The World After the Fall,Reading,,67,2025-34-03,"멸망 이후의 세계,Мир После Разрушения,Thế Giới sau ngày Diệt Vong,Düşüşten Sonraki Dünya,El mundo después del fin,El mundo después del final,The World After Destruction,The World After the End,Мир после падения,Світ після кінця,หลังวันสิ้นโลก,滅亡以後의世界,滅亡後の世界,灭亡之后的世界,دنیا ماورای تباهی,Świat po Upadku,Myeolmang Ihuui Segye,El Mundo Después del Fin,El mundo después del fin,O Mundo Após a Queda,The World After Destruction,Мир после падения,หลังวันสิ้นโลก,滅亡以後의世界,滅亡後の世界,灭亡之后的世界,Світ після кінця,El mundo después del final",https://myanimelist.net/manga/147217,https://anilist.co/manga/144957,https://www.mangaupdates.com/series/195824
LPGLvz9A,Release That Witch,Reading,,490,2025-34-03,"Fang Kai Nage Nuwu,마녀 사용설명서,Fangkai Nage Nuwu,Fàngkāi Nàge Nǚwū,Libera a esa bruja,Paleisk Ta Ragana,마녀를 지켜라,Fang Kai Na Ge Nu Wu,Fang Kai Nage Nu Wu,방개나개녀무,Fangkai Nage Nüwu,Звільніть цю відьму,Relâchez cette Sorcière,Освободите эту Ведьму,Cadıyı Salın,放开那个女巫,Thả Vu Nữ Đó Ra",https://myanimelist.net/manga/136488,https://anilist.co/manga/108152,https://www.mangaupdates.com/series/152760
L8xbuFfC,"Nise Seijo Kuso of the Year - Risou no Seijo? Zannen, Nise Seijo deshita!",Reading,,21.2,2025-35-03,"Фальшивая святая, отброс года. ~Идеальная святая? Нет, всего лишь подделка!~,偽聖女クソオブザイヤー 理想の聖女？　残念、偽聖女でした！,Fake Saint of the Year: You Wanted the Perfect Saint? Too Bad!,Fake Saint Of The Year,Fake Saint of the Year the Ideal Saint? Too Bad, Here's the Fake Saint! ~Reincarnated as a Villain Derided as the Shitshow of the Year~,偽聖女クソオブザイヤー,史上最垃圾伪圣女",https://myanimelist.net/manga/154730,https://anilist.co/manga/162318,https://www.mangaupdates.com/series/gsak87s
